,Destination,Destination_Code,Origin,Origin_Code,1990,1995,2000,2005,2010,2015,2020,1990.1,1995.1,2000.1,2005.1,2010.1,2015.1,2020.1,1990.2,1995.2,2000.2,2005.2,2010.2,2015.2,2020.2
0,SubSaharanAfrica,947,SubSaharanAfrica,947,11491413,12385544,11091197,11723891,12954574,16017580,17808594,6137524,6531078,5859981,6328179,6902119,8414178,9335728,5353889,5854466,5231216,5395712,6052455,7603402,8472866
1,SubSaharanAfrica,947,NorthernAfricaandWesternAsia,1833,269548,446209,533205,818996,613560,1145027,1239160,137100,227689,273080,409305,294282,554696,593971,132448,218520,260125,409691,319278,590331,645189
2,SubSaharanAfrica,947,CentralandSouthernAsia,921,37926,44360,57476,75963,121267,144452,128690,21805,26558,34986,45139,72177,90094,84521,16121,17802,22490,30824,49090,54358,44169
3,SubSaharanAfrica,947,EasternandSouthEasternAsia,1832,29235,28724,35275,37997,43826,48065,51394,15583,15287,17207,20052,24418,27324,30144,13652,13437,18068,17945,19408,20741,21250
4,SubSaharanAfrica,947,LatinAmericaandtheCaribbean,1830,8497,7946,8183,9240,17434,28430,30679,3786,3729,3879,4420,8324,14227,16055,4711,4217,4304,4820,9110,14203,14624
5,SubSaharanAfrica,947,OceaniaexcludingAustraliaandNewZealand,1835,178,109,76,94,735,1978,2068,80,55,46,54,367,1084,1148,98,54,30,40,368,894,920
6,SubSaharanAfrica,947,AustraliaandNewZealand,927,6774,5443,5418,6825,10093,9434,11054,2807,2429,2541,3086,4513,4599,5636,3967,3014,2877,3739,5580,4835,5418
7,SubSaharanAfrica,947,EuropeandNorthernAmerica,1829,451346,421399,464730,542868,508809,478832,527437,212917,212373,241694,277582,260125,245963,278517,238429,209026,223036,265286,248684,232869,248920
8,SubSaharanAfrica,947,Developedregions,901,459671,428086,471455,551191,521341,491242,541895,216563,215464,244903,281419,265793,251960,285895,243108,212622,226552,269772,255548,239282,256000
9,SubSaharanAfrica,947,Lessdevelopedregions,902,11835246,12911648,11724105,12664683,13748957,17382556,19257181,6315039,6803734,6188511,6806398,7300532,9100205,10059825,5520207,6107914,5535594,5858285,6448425,8282351,9197356
10,SubSaharanAfrica,947,Lessdevelopedregions,902,934,1486015,1673466,1910799,2402601,3021578,3799692,4090210,777617,871180,988812,1241273,1559794,1967424,2131044,708398,802286,921987,1161328,1461784,1832268
11,SubSaharanAfrica,947,Lessdevelopedregions,902,948,11815275,12890237,11695996,12634982,13718837,17352540,19226034,6303516,6791781,6174586,6790148,7282298,9081181,10039751,5511759,6098456,5521410,5844834,6436539,8271359
12,SubSaharanAfrica,947,Leastdevelopedcountries,941,10349231,11238182,9813306,10262082,10727379,13582864,15166971,5537422,5932554,5199699,5565125,5740738,7132781,7928781,4811809,5305628,4613607,4696957,4986641,6450083,7238190
13,SubSaharanAfrica,947,LandlockedDevelopingCountriesLLDC,1636,4544318,6239404,4861917,5115586,5567288,7665701,8887538,2489269,3311300,2623368,2838520,2997183,4085513,4692953,2055049,2928104,2238549,2277066,2570105,3580188,4194585
14,SubSaharanAfrica,947,SmallislanddevelopingStatesSIDS,1637,94183,112696,137118,164117,190540,215518,248644,47758,56650,69620,81134,92100,104429,121497,46425,56046,67498,82983,98440,111089,127147
15,SubSaharanAfrica,947,Highincomecountries,1503,473048,444472,490565,576651,557096,535733,590270,223954,224162,254644,293597,283181,274305,310892,249094,220310,235921,283054,273915,261428,279378
16,SubSaharanAfrica,947,Middleincomecountries,1517,3114727,3202066,3653833,4161144,4856430,5621984,6021306,1674484,1697777,1905558,2173378,2534970,2926464,3148962,1440243,1504289,1748275,1987766,2321460,2695520,2872344
17,SubSaharanAfrica,947,Uppermiddleincomecountries,1502,200693,220369,270088,313149,372607,386768,412419,110749,119410,142084,164359,194025,210503,229961,89944,100959,128004,148790,178582,176265,182458
18,SubSaharanAfrica,947,Lowermiddleincomecountries,1501,2914034,2981697,3383745,3847995,4483823,5235216,5608887,1563735,1578367,1763474,2009019,2340945,2715961,2919001,1350299,1403330,1620271,1838976,2142878,2519255,2689886
19,SubSaharanAfrica,947,Lowincomecountries,1500,8703001,9687644,8043817,8470451,8822395,11679184,13147474,4631025,5094513,4269714,4617198,4730538,6132520,6865282,4071976,4593131,3774103,3853253,4091857,5546664,6282192
20,SubSaharanAfrica,947,EasternAfrica,910,5617540,5578572,3912409,3787468,4353523,5984906,6865566,2966451,2910292,2064451,2090073,2334517,3116495,3557806,2651089,2668280,1847958,1697395,2019006,2868411,3307760
21,SubSaharanAfrica,947,MiddleAfrica,911,1259727,1240663,1757923,1877254,2063129,2762381,3155809,627046,623828,881791,967592,1035224,1410291,1617205,632681,616835,876132,909662,1027905,1352090,1538604
22,SubSaharanAfrica,947,NorthernAfrica,912,250443,428072,514762,802498,589508,1101911,1184951,126815,217635,262884,399743,281031,531548,563812,123628,210437,251878,402755,308477,570363,621139
23,SubSaharanAfrica,947,SouthernAfrica,913,335294,285854,305205,375017,526114,413393,435497,234681,180664,167886,200260,277709,201476,214253,100613,105190,137319,174757,248405,211917,221244
24,SubSaharanAfrica,947,WesternAfrica,914,4278852,5280455,5115660,5684152,6011808,6856900,7351722,2309346,2816294,2745853,3070254,3254669,3685916,3946464,1969506,2464161,2369807,2613898,2757139,3170984,3405258
25,SubSaharanAfrica,947,CentralAsia,5500,0,0,0,20,1517,1869,2188,0,0,0,8,867,1068,1254,0,0,0,12,650,801,934
26,SubSaharanAfrica,947,EasternAsia,906,23928,24440,31093,33217,36639,39098,41209,13395,13504,15525,18066,21374,23541,25336,10533,10936,15568,15151,15265,15557,15873
27,SubSaharanAfrica,947,SouthEasternAsia,920,5307,4284,4182,4780,7187,8967,10185,2188,1783,1682,1986,3044,3783,4808,3119,2501,2500,2794,4143,5184,5377
28,SubSaharanAfrica,947,SouthernAsia,5501,37926,44360,57476,75943,119750,142583,126502,21805,26558,34986,45131,71310,89026,83267,16121,17802,22490,30812,48440,53557,43235
29,SubSaharanAfrica,947,WesternAsia,922,19105,18137,18443,16498,24052,43116,54209,10285,10054,10196,9562,13251,23148,30159,8820,8083,8247,6936,10801,19968,24050
